file;label;t1;t2;f1;f2;class;confiance;overlap
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220531_110714_405.txt;Non identifié;95.02733;96.102865;468.027893;707.913208;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220531_110714_405.txt;Non identifié;97.145808;98.167023;482.664154;752.433777;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220531_110714_405.txt;Non identifié;104.82665;105.837001;482.664154;734.458923;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220531_110714_405.txt;Non identifié;113.811171;114.919298;482.664154;734.458923;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220531_110714_405.txt;Non identifié;124.294922;125.109721;512.488953;752.433777;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220531_112838_147.txt;Non identifié;0.727831;4.529936;324.282379;631.815002;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_105500_779.txt;Non identifié;30.559203;34.262651;171.560669;391.259796;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_105500_779.txt;Non identifié;34.423671;36.217888;338.894531;656.774719;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_105500_779.txt;Non identifié;43.820309;45.06246;221.945496;338.894531;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_105500_779.txt;Non identifié;45.211978;52.388848;174.627411;359.160187;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;2.855911;3.661101;-1;319.22934;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;4.264994;5.523105;-1;333.727356;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;6.366038;7.334783;-1;433.124817;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;8.680962;9.159043;-1;417.232666;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;10.241018;11.197182;-1;449.24292;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;11.360737;12.203671;-1;348.43161;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;18.091627;18.544547;21.084679;236.412628;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;20.142347;20.721078;-1;386.113983;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;21.941445;22.68373;-1;370.881226;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;23.677637;24.029908;-1;256.463562;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;24.344436;24.935747;-1;370.881226;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;25.904492;26.395156;-1;229.822845;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;26.709683;27.47713;-1;249.732605;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;28.206834;28.697497;-1;283.867554;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;28.760403;29.351715;-1;333.727356;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_111915_987.txt;Non identifié;67.799568;68.743151;-1;465.590271;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_112322_371.txt;Non identifié;1.559608;2.333272;-1;468.359589;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_113522_845.txt;Non identifie;74.023691;77.011908;-1;406.700409;Non identifie;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_113522_845.txt;Non identifie;85.272111;91.1122;-1;429.260071;Non identifie;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_113522_845.txt;Non identifie;94.782139;97.418132;-1;563.332642;Non identifie;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_113522_845.txt;Non identifie;136.344482;137.026204;-1;461.38147;Non identifie;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_115118_648.txt;Non identifié;6.943906;12.354742;-1;366.886078;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_115118_648.txt;Non identifié;16.863773;21.688435;-1;366.886078;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_115118_648.txt;Non identifié;25.701472;31.42794;-1;495.590546;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_115118_648.txt;Non identifié;36.545689;37.898398;-1;504.131622;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_115118_648.txt;Non identifié;44.25613;46.826278;-1;336.935944;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340049-2022-Pass1-Z3-9388_20220601_115118_648.txt;Non identifié;51.335308;55.055258;31.589008;344.34375;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;30.031462;30.810993;410.003632;764.452576;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;30.927923;31.629502;395.09967;696.778687;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;32.360313;33.100868;330.469513;641.267029;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;33.432169;34.153236;373.11795;668.741455;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;35.449207;36.189763;282.850342;845.818115;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;36.27746;37.027759;302.983063;856.301636;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;66.065318;66.552525;463.783325;1901.25708;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_113549_899.txt;Non identifié;71.52204;72.009247;888.180847;1781.049927;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car340099-2022-Pass1-Z1-9388_20220516_135714_405.txt;Non identifié;50.313769;57.680654;455.674408;801.082764;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_094938_699.txt;Non identifié;136.528317;137.024498;1782.675171;5013.38916;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_094938_699.txt;Non identifié;194.633807;195.306264;1235.279785;3545.359863;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_100207_813.txt;Non identifié;183.516374;188.370609;164.300568;1323.653442;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_101525_877.txt;Non identifié;40.484145;43.112986;905.139404;5948.121582;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_101525_877.txt;Non identifié;49.231014;51.716464;204.532303;2882.91748;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_111148_720.txt;Non identifié;40.856647;42.044872;1064.210083;2410.110352;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_111148_720.txt;Non identifié;70.079139;72.08998;1260.467651;2919.318848;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_112902_741.txt;Non identifié;103.062432;104.517968;1329.111816;3080.104492;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_114522_715.txt;Non identifié;22.178885;23.060452;1339.633667;3013.230225;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_114522_715.txt;Non identifié;26.654163;27.439385;62.931179;1878.513672;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_114522_715.txt;Non identifié;58.024471;58.645904;707.153687;2394.287109;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_114522_715.txt;Non identifié;73.314606;74.013115;2016.411255;5471.004395;Non identifié;;
C:/Users/yvesb/Documents/Tadarida/Pablo/annotations230222/Car660852-2022-Pass1-Z1-alleeforstationEyne-9388_20220731_114522_715.txt;Non identifié;78.777433;78.873779;1912.317627;5675.248535;Non identifié;;
